ACCTAGE,AGE,ATM,ATMAMT,BRANCH,CASHBK,CC,CCBAL,CCPURC,CD,CDBAL,CHECKS,CRSCORE,DDA,DDABAL,DEP,DEPAMT,DIRDEP,HMOWN,HMVAL,ILS,ILSBAL,INAREA,INCOME,INV,INVBAL,IRA,IRABAL,LOC,LOCBAL,LORES,MM,MMBAL,MMCRED,MOVED,MTG,MTGBAL,NSF,NSFAMT,PHONE,POS,POSAMT,RES,SAV,SAVBAL,SDB,TELLER,id
16.9,39.0,1.0,1821.99,B4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,590.0,1.0,127.03,8.0,2314.27,0.0,1.0,134.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,80.61,R,1.0,153.21,0.0,0.0,8367
10.8,65.0,0.0,0.0,B7,0.0,1.0,1239.35,0.0,0.0,0.0,3.0,665.0,1.0,1085.44,1.0,570.04,0.0,1.0,131.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,119912.43,1.0,1.0,422
3.6,47.0,1.0,7127.5,B13,0.0,1.0,121.41,0.0,0.0,0.0,19.0,667.0,1.0,1553.08,4.0,6626.86,1.0,1.0,106.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,467.9,S,1.0,722.07,0.0,0.0,6971
13.3,49.0,1.0,3175.88,B14,0.0,,,,0.0,0.0,6.0,652.0,1.0,522.83,4.0,3145.55,0.0,0.0,123.0,0.0,0.0,1.0,70.0,,,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,11.95,0.0,0.0,5400
13.3,68.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,26.0,,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,1526
4.0,41.0,0.0,0.0,B1,0.0,1.0,273.49,0.0,0.0,0.0,4.0,672.0,1.0,1899.49,1.0,1147.61,1.0,1.0,94.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,2.0,4924
16.0,51.0,0.0,0.0,B4,0.0,1.0,2581.36,0.0,0.0,0.0,1.0,693.0,1.0,6.31,1.0,63.24,0.0,0.0,93.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,2.0,1919
1.0,,0.0,0.0,B2,0.0,1.0,369.24,0.0,0.0,0.0,8.0,664.0,1.0,672.93,2.0,1610.0,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,U,0.0,0.0,0.0,1.0,2788
7.8,49.0,0.0,0.0,B16,0.0,1.0,498.54,0.0,0.0,0.0,5.0,689.0,1.0,2017.31,3.0,955.91,0.0,0.0,105.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,9245.86,1.0,5.0,3652
,81.0,0.0,0.0,B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,1.0,349.0,1.0,246.64,1.0,0.0,105.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,1.0,8713
3.3,42.0,1.0,617.56,B4,0.0,1.0,0.0,0.0,1.0,1000.0,4.0,670.0,1.0,687.16,2.0,1037.76,0.0,0.0,86.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,2.0,5165
11.4,64.0,1.0,2235.46,B16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,732.0,1.0,643.35,2.0,2162.68,0.0,1.0,129.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.27,0.0,4.0,163.25,R,0.0,0.0,0.0,0.0,8360
4.7,,1.0,1032.21,B4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,1.0,255.3,4.0,1092.58,0.0,0.0,131.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,S,0.0,0.0,0.0,0.0,5087
2.9,34.0,1.0,100.25,B5,0.0,1.0,584.55,0.0,0.0,0.0,0.0,688.0,1.0,59.8,1.0,73.03,0.0,1.0,118.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,10208
,43.0,1.0,40.08,B4,0.0,1.0,1302.4,0.0,0.0,0.0,8.0,670.0,1.0,223.25,3.0,2770.72,1.0,1.0,93.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.89,0.0,2.0,104.83,U,1.0,5527.72,0.0,1.0,951
1.1,28.0,0.0,0.0,B2,0.0,1.0,0.0,1.0,1.0,4600.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,12539.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,17243.69,0.0,0.0,3879
3.3,61.0,1.0,2389.8,B4,0.0,1.0,2672.22,2.0,0.0,0.0,16.0,726.0,1.0,2381.09,4.0,3890.31,1.0,0.0,125.0,1.0,10481.84,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S,1.0,983.3,0.0,0.0,9964
16.5,74.0,1.0,12386.41,B3,0.0,1.0,38.75,0.0,0.0,0.0,7.0,624.0,1.0,444.69,5.0,6070.92,1.0,1.0,98.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,8391.19,0.0,3.0,7826
0.4,27.0,1.0,1530.21,B5,0.0,1.0,413.39,0.0,0.0,0.0,3.0,626.0,1.0,6149.67,1.0,945.03,0.0,1.0,172.0,0.0,0.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.5,S,0.0,0.0,0.0,0.0,10040
4.1,73.0,1.0,58.71,B3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,723.0,1.0,611.39,2.0,623.81,0.0,1.0,89.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,2.0,4823
1.8,65.0,1.0,17229.95,B4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,693.0,1.0,1693.43,5.0,5313.26,0.0,1.0,96.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,6757.86,0.0,0.0,6917
13.0,60.0,0.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,648.0,1.0,76.91,2.0,250.04,0.0,1.0,89.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,2.0,9837
1.2,45.0,1.0,740.83,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,1.0,499.26,2.0,634.25,1.0,1.0,100.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.46,0.0,0.0,0.0,U,0.0,0.0,0.0,1.0,4308
2.7,52.0,1.0,2279.29,B5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,659.0,1.0,1185.47,2.0,2494.19,0.0,0.0,85.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.05,1.0,2.0,88.41,S,0.0,0.0,0.0,1.0,4124
5.1,68.0,0.0,0.0,B15,0.0,,,,0.0,0.0,3.0,665.0,1.0,104.4,1.0,166.81,0.0,1.0,96.0,0.0,0.0,1.0,13.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,R,1.0,2058.62,1.0,0.0,806
4.2,58.0,1.0,285.99,B1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,698.0,1.0,534.11,3.0,993.4,0.0,0.0,114.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.09,1.0,1.0,135.52,R,1.0,8.98,0.0,4.0,661
4.3,59.0,0.0,0.0,B18,0.0,,,,1.0,4600.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,1.0,10390.24,1.0,15.0,,,0.0,0.0,1.0,22809.16,12.5,1.0,11913.99,1.0,0.0,0.0,0.0,0.0,0.0,,,,R,1.0,20588.41,0.0,0.0,9194
6.0,,1.0,1778.91,B2,0.0,1.0,2625.97,0.0,0.0,0.0,19.0,653.0,1.0,1397.68,3.0,1732.29,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,11.8,0.0,1.0,3622
0.3,,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,1.0,14614.64,1.0,3673.63,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,2.0,6479
2.0,58.0,1.0,869.09,B2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,652.0,1.0,20.06,2.0,607.3,0.0,1.0,116.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,105.32,S,0.0,0.0,0.0,0.0,7967
8.3,38.0,1.0,22.94,B12,0.0,1.0,484.91,1.0,0.0,0.0,10.0,648.0,1.0,3393.84,5.0,2131.94,1.0,1.0,99.0,0.0,0.0,1.0,27.0,0.0,0.0,1.0,4.54,0.0,0.0,12.5,1.0,17326.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,282.82,R,0.0,0.0,0.0,4.0,8469
0.3,56.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,2336
,56.0,1.0,4000.03,B4,0.0,1.0,13922.09,0.0,0.0,0.0,7.0,656.0,1.0,11293.63,2.0,3654.19,0.0,1.0,141.0,1.0,10958.82,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.84,S,0.0,0.0,0.0,0.0,3422
13.1,,1.0,171.89,B2,0.0,1.0,112.9,1.0,0.0,0.0,4.0,647.0,1.0,843.7,4.0,1783.51,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,113.9,S,0.0,0.0,0.0,0.0,7018
1.6,,1.0,69.14,B18,0.0,,,,0.0,0.0,1.0,697.0,1.0,25.62,1.0,145.28,0.0,1.0,,1.0,9985.81,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,39451.84,0.0,0.0,,,,U,1.0,47.74,0.0,0.0,10512
3.8,28.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,1.0,34900.0,2.0,693.0,1.0,10316.43,1.0,583.45,1.0,1.0,117.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,20998.77,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,5945
0.9,40.0,0.0,0.0,B9,0.0,1.0,3296.53,1.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,10099.03,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,15130.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,1440
6.6,50.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,1.0,4200.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,2069
0.3,39.0,0.0,0.0,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,1.0,-0.72,0.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,10444
0.4,53.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,698.0,1.0,422.76,1.0,129.4,0.0,0.0,100.0,0.0,0.0,1.0,17.0,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,1.0,350.45,0.0,1.0,3680
3.3,58.0,0.0,0.0,B16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,644.0,1.0,1507.33,1.0,174.26,0.0,1.0,121.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,3.0,9249
,32.0,1.0,1556.43,B10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,623.0,1.0,2403.96,2.0,1027.23,0.0,0.0,107.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,13448.23,0.0,2.0,7230
0.5,55.0,1.0,1463.54,B6,0.0,1.0,0.0,0.0,0.0,0.0,3.0,670.0,1.0,496.88,1.0,1224.37,0.0,1.0,112.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,4383
,,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,14822.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,5638
5.8,47.0,1.0,902.17,B1,0.0,1.0,54.38,1.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1638.25,0.0,0.0,4.5,1.0,14084.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,7031.9,0.0,0.0,8567
4.2,48.0,1.0,426.25,B3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,680.0,1.0,106.71,5.0,4195.09,1.0,0.0,102.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,136.09,S,1.0,32.95,1.0,0.0,8705
15.6,29.0,1.0,276.3,B14,0.0,,,,0.0,0.0,6.0,606.0,1.0,459.58,2.0,1264.37,1.0,0.0,120.0,0.0,0.0,1.0,33.0,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,1.0,3.84,0.0,1.0,3692
4.6,54.0,1.0,398.14,B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,1.0,243.0,2.0,414.98,0.0,0.0,125.0,0.0,0.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,1168.16,0.0,0.0,8827
1.5,39.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,674.0,1.0,741.62,3.0,1949.87,0.0,0.0,120.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.43,0.0,0.0,0.0,S,1.0,1194.81,0.0,3.0,10601
1.8,,0.0,0.0,B17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,278.82,0.0,0.0,0.0,1.0,163.0,0.0,0.0,1.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,5046
4.2,,0.0,0.0,B2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15083.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,8510
3.8,42.0,0.0,0.0,B4,0.0,1.0,3350.83,1.0,0.0,0.0,2.0,644.0,1.0,1595.67,2.0,1747.31,0.0,1.0,109.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,3046.69,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,79.04,R,0.0,0.0,0.0,1.0,2525
15.3,,1.0,1019.75,B14,0.0,,,,0.0,0.0,2.0,626.0,1.0,2165.87,2.0,1117.85,0.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,1.0,13.33,0.0,4.0,4821
2.3,68.0,0.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,1.0,4662.88,1.0,1759.42,0.0,1.0,95.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,1732
9.0,54.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,635.0,1.0,1072.55,1.0,590.25,0.0,1.0,111.0,0.0,0.0,1.0,45.0,,,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,1.0,91754.86,1.0,5.78,,,,R,1.0,142.98,0.0,1.0,7
3.3,35.0,1.0,497.22,B4,0.0,1.0,4509.72,1.0,0.0,0.0,6.0,652.0,1.0,230.46,3.0,1560.75,0.0,0.0,106.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,121.56,S,0.0,0.0,1.0,1.0,3935
4.4,41.0,1.0,316.8,B4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,687.0,1.0,844.35,4.0,3860.67,1.0,0.0,109.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,206.1,U,1.0,628.92,0.0,2.0,7757
7.1,46.0,0.0,0.0,B1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,10562.5,0.0,0.0,9.5,1.0,15029.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,481.69,0.0,0.0,7664
15.9,39.0,1.0,135.91,B15,0.0,,,,0.0,0.0,13.0,668.0,1.0,615.41,5.0,2982.79,1.0,0.0,126.0,0.0,0.0,1.0,77.0,,,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,1.0,65.07,0.0,0.0,7966
19.4,41.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,696.0,1.0,3953.13,2.0,230.01,0.0,0.0,124.0,0.0,0.0,1.0,58.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,90.51,0.0,0.0,3681
5.0,49.0,0.0,0.0,B8,0.0,1.0,61571.74,2.0,0.0,0.0,14.0,683.0,1.0,2428.21,3.0,5331.71,0.0,1.0,93.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,63215.26,0.0,0.0,0.0,0.0,0.0,U,1.0,13365.35,0.0,4.0,2870
0.4,24.0,0.0,0.0,B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,1930
,26.0,1.0,634.39,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,1.0,2123.04,1.0,544.33,0.0,1.0,93.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,2280
,52.0,0.0,0.0,B2,0.0,1.0,3697.34,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,8328
6.5,,1.0,399.2,B13,0.0,1.0,296.5,0.0,1.0,9300.0,2.0,727.0,1.0,66.98,2.0,300.01,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,U,1.0,5.8,0.0,0.0,3258
3.9,,1.0,571.98,B2,0.0,1.0,368.25,0.0,0.0,0.0,2.0,637.0,1.0,29.32,3.0,534.2,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,9203
2.4,30.0,1.0,1579.68,B1,0.0,1.0,437.35,1.0,0.0,0.0,4.0,648.0,1.0,308.88,5.0,1154.86,0.0,1.0,92.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.75,0.0,0.0,0.0,S,1.0,0.92,1.0,2.0,2263
1.4,47.0,0.0,0.0,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,1.0,193.84,2.0,211.93,0.0,0.0,109.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,416.53,0.0,1.0,8403
3.8,68.0,1.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,728.0,1.0,13111.42,2.0,6528.36,0.0,1.0,118.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,8025
2.8,30.0,1.0,620.22,B15,0.0,,,,0.0,0.0,22.0,684.0,1.0,3749.69,3.0,7939.71,1.0,0.0,110.0,0.0,0.0,1.0,47.0,,,0.0,0.0,0.0,0.0,4.0,1.0,17746.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,S,0.0,0.0,1.0,3.0,10435
4.2,,1.0,177.75,B9,0.0,0.0,0.0,0.0,0.0,0.0,14.0,653.0,1.0,742.93,2.0,1952.93,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,216.02,0.0,1.0,2034
,,1.0,135.98,B2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,739.0,1.0,2220.48,3.0,790.18,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,529.89,0.0,0.0,5822
4.1,41.0,1.0,75.67,B15,0.0,,,,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,1.0,59.0,,,0.0,0.0,0.0,0.0,7.5,1.0,15004.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,905.41,0.0,0.0,10236
6.9,53.0,0.0,0.0,B3,0.0,1.0,247.7,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15076.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,7416
3.9,44.0,0.0,0.0,B4,0.0,1.0,3160.56,0.0,0.0,0.0,15.0,640.0,1.0,653.51,3.0,2027.26,0.0,0.0,95.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,2559.22,0.0,4.0,1423
